class,ruletype_longname,ruletype_shortname,"linguistic pattern","order of arguments",patterntype,subject,predicate,object,condAB,condBA,supA,supB,supAB,AllConf,Coherence,Cosine,IR,Kulczynski,MaxConf,string
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p","known for",,2-gram,,http://dbpedia.org/ontology/relative,,0.117647058823529,1,17,2,2,0.117647058823529,0.105263157894737,0.342997170285018,0.882352941176471,0.558823529411765,1,"dbo:Actor in c_e and 'known for' in l_e => exists s : (s, dbo:relative, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",known,,1-gram,,http://dbpedia.org/ontology/relative,,0.0909090909090909,1,22,2,2,0.0909090909090909,0.0833333333333333,0.301511344577764,0.909090909090909,0.545454545454545,1,"dbo:Actor in c_e and 'known' in l_e => exists s : (s, dbo:relative, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",born,,1-gram,,http://dbpedia.org/ontology/relative,,0.0377358490566038,1,53,2,2,0.0377358490566038,0.0363636363636364,0.194257172471453,0.962264150943396,0.518867924528302,1,"dbo:Actor in c_e and 'born' in l_e => exists s : (s, dbo:relative, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",role,,1-gram,,http://dbpedia.org/ontology/relative,,0.125,1,16,2,2,0.125,0.111111111111111,0.353553390593274,0.875,0.5625,1,"dbo:Actor in c_e and 'role' in l_e => exists s : (s, dbo:relative, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",January,,1-gram,,http://dbpedia.org/ontology/relative,,0.142857142857143,1,14,2,2,0.142857142857143,0.125,0.377964473009227,0.857142857142857,0.571428571428571,1,"dbo:Actor in c_e and 'January' in l_e => exists s : (s, dbo:relative, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",born,,1-gram,,http://dbpedia.org/property/guests,,0.0377358490566038,0.666666666666667,53,3,2,0.0377358490566038,0.0357142857142857,0.158610317143629,0.925925925925926,0.352201257861635,0.666666666666667,"dbo:Actor in c_e and 'born' in l_e => exists s : (s, dbp:guests, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",best,,1-gram,,http://dbpedia.org/property/guests,,0.142857142857143,0.666666666666667,14,3,2,0.142857142857143,0.117647058823529,0.308606699924184,0.733333333333333,0.404761904761905,0.666666666666667,"dbo:Actor in c_e and 'best' in l_e => exists s : (s, dbp:guests, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",actress,,1-gram,,http://dbpedia.org/property/guests,,0.0425531914893617,0.666666666666667,47,3,2,0.0425531914893617,0.04,0.168430384213304,0.916666666666667,0.354609929078014,0.666666666666667,"dbo:Actor in c_e and 'actress' in l_e => exists s : (s, dbp:guests, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",actor,,1-gram,,http://dbpedia.org/property/guests,,0.0357142857142857,0.666666666666667,56,3,2,0.0357142857142857,0.0338983050847458,0.154303349962092,0.929824561403509,0.351190476190476,0.666666666666667,"dbo:Actor in c_e and 'actor' in l_e => exists s : (s, dbp:guests, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",role,,1-gram,,http://dbpedia.org/property/guests,,0.125,0.666666666666667,16,3,2,0.125,0.105263157894737,0.288675134594813,0.764705882352941,0.395833333333333,0.666666666666667,"dbo:Actor in c_e and 'role' in l_e => exists s : (s, dbp:guests, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p",known,,1-gram,,http://dbpedia.org/property/guests,,0.0909090909090909,0.666666666666667,22,3,2,0.0909090909090909,0.08,0.246182981958665,0.826086956521739,0.378787878787879,0.666666666666667,"dbo:Actor in c_e and 'known' in l_e => exists s : (s, dbp:guests, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p","best known for",,3-gram,,http://dbpedia.org/property/guests,,0.181818181818182,0.666666666666667,11,3,2,0.181818181818182,0.142857142857143,0.348155311911396,0.666666666666667,0.424242424242424,0.666666666666667,"dbo:Actor in c_e and 'best known for' in l_e => exists s : (s, dbp:guests, e) in G"
http://dbpedia.org/ontology/Actor,predict_p_for_o_given_l,"c_o,l_o => p","known for",,2-gram,,http://dbpedia.org/property/guests,,0.117647058823529,0.666666666666667,17,3,2,0.117647058823529,0.1,0.280056016805602,0.777777777777778,0.392156862745098,0.666666666666667,"dbo:Actor in c_e and 'known for' in l_e => exists s : (s, dbp:guests, e) in G"
