class,ruletype_longname,ruletype_shortname,"linguistic pattern","order of arguments",patterntype,subject,predicate,object,condAB,condBA,supA,supB,supAB,AllConf,Coherence,Cosine,IR,Kulczynski,MaxConf,string
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o","known for",,2-gram,,http://dbpedia.org/ontology/relative,,1,0.117647058823529,2,17,2,0.117647058823529,0.105263157894737,0.342997170285018,0.882352941176471,0.558823529411765,1,"dbo:Actor in c_e and exists s : (s, dbo:relative, e) in G => 'known for' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",known,,1-gram,,http://dbpedia.org/ontology/relative,,1,0.0909090909090909,2,22,2,0.0909090909090909,0.0833333333333333,0.301511344577764,0.909090909090909,0.545454545454545,1,"dbo:Actor in c_e and exists s : (s, dbo:relative, e) in G => 'known' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",born,,1-gram,,http://dbpedia.org/ontology/relative,,1,0.0377358490566038,2,53,2,0.0377358490566038,0.0363636363636364,0.194257172471453,0.962264150943396,0.518867924528302,1,"dbo:Actor in c_e and exists s : (s, dbo:relative, e) in G => 'born' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",role,,1-gram,,http://dbpedia.org/ontology/relative,,1,0.125,2,16,2,0.125,0.111111111111111,0.353553390593274,0.875,0.5625,1,"dbo:Actor in c_e and exists s : (s, dbo:relative, e) in G => 'role' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",January,,1-gram,,http://dbpedia.org/ontology/relative,,1,0.142857142857143,2,14,2,0.142857142857143,0.125,0.377964473009227,0.857142857142857,0.571428571428571,1,"dbo:Actor in c_e and exists s : (s, dbo:relative, e) in G => 'January' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",born,,1-gram,,http://dbpedia.org/property/guests,,0.666666666666667,0.0377358490566038,3,53,2,0.0377358490566038,0.0357142857142857,0.158610317143629,0.925925925925926,0.352201257861635,0.666666666666667,"dbo:Actor in c_e and exists s : (s, dbp:guests, e) in G => 'born' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",best,,1-gram,,http://dbpedia.org/property/guests,,0.666666666666667,0.142857142857143,3,14,2,0.142857142857143,0.117647058823529,0.308606699924184,0.733333333333333,0.404761904761905,0.666666666666667,"dbo:Actor in c_e and exists s : (s, dbp:guests, e) in G => 'best' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",actress,,1-gram,,http://dbpedia.org/property/guests,,0.666666666666667,0.0425531914893617,3,47,2,0.0425531914893617,0.04,0.168430384213304,0.916666666666667,0.354609929078014,0.666666666666667,"dbo:Actor in c_e and exists s : (s, dbp:guests, e) in G => 'actress' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",actor,,1-gram,,http://dbpedia.org/property/guests,,0.666666666666667,0.0357142857142857,3,56,2,0.0357142857142857,0.0338983050847458,0.154303349962092,0.929824561403509,0.351190476190476,0.666666666666667,"dbo:Actor in c_e and exists s : (s, dbp:guests, e) in G => 'actor' in l_e"
http://dbpedia.org/ontology/Actor,predict_l_for_o_given_p,"c_o,p => l_o",role,,1-gram,,http://dbpedia.org/property/guests,,0.666666666666667,0.125,3,16,2,0.125,0.105263157894737,0.288675134594813,0.764705882352941,0.395833333333333,0.666666666666667,"dbo:Actor in c_e and exists s : (s, dbp:guests, e) in G => 'role' in l_e"
